Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 8:00,2021,4,8,8:00,2.9,,2.6,,98,,0,,34,,2,,,,100.82,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 9:00,2021,4,8,9:00,2.7,,2.4,,98,,0,,8,,1,,,,100.86,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 10:00,2021,4,8,10:00,2.8,,2.6,,98,,0,,0,,1,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 11:00,2021,4,8,11:00,2.8,,2.5,,98,,0,,,,0,,,,100.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 12:00,2021,4,8,12:00,3.1,,2.8,,98,,0,,0,,1,,,,101.05,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 13:00,2021,4,8,13:00,2.8,,2.5,,98,,0,,4,,4,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 14:00,2021,4,8,14:00,2.6,,2.3,,98,,0,,1,,3,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 15:00,2021,4,8,15:00,2.7,,2.5,,98,,0,,35,,5,,,,101.36,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 16:00,2021,4,8,16:00,4,,3.4,,96,,0,,0,,1,,,,101.46,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 17:00,2021,4,8,17:00,7,,2.6,,74,,0,,17,,1,,,,101.55,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 18:00,2021,4,8,18:00,8.8,,1.5,,60,,0,,0,,1,,,,101.62,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 19:00,2021,4,8,19:00,9.7,,1.2,,55,,0,,24,,7,,,,101.65,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 20:00,2021,4,8,20:00,10.1,,0.8,,52,,0,,15,,15,,,,101.69,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 21:00,2021,4,8,21:00,9.7,,1.8,,58,,0,,16,,17,,,,101.73,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 22:00,2021,4,8,22:00,10.9,,1.9,,54,,0.1,,17,,24,,,,101.73,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/8/2021 23:00,2021,4,8,23:00,10.7,,0.8,,50,,0,,16,,16,,,,101.74,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 0:00,2021,4,9,0:00,9.5,,-0.1,,51,,0,,13,,13,,,,101.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 1:00,2021,4,9,1:00,9.7,,-0.4,,50,,0,,15,,9,,,,101.74,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 2:00,2021,4,9,2:00,7.7,,-0.2,,57,,0,,9,,3,,,,101.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 3:00,2021,4,9,3:00,6.9,,-0.4,,60,,0,,15,,3,,,,101.78,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 4:00,2021,4,9,4:00,6,,0,,65,,0,,17,,7,,,,101.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 5:00,2021,4,9,5:00,4.7,,1.1,,77,,0,,3,,3,,,,101.79,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 6:00,2021,4,9,6:00,3.9,,1.3,,83,,0,,2,,2,,,,101.73,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 7:00,2021,4,9,7:00,4.1,,1.1,,81,,0,,4,,3,,,,101.73,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 8:00,2021,4,9,8:00,2.4,,0.8,,89,,0,,1,,2,,,,101.69,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 9:00,2021,4,9,9:00,2.1,,0.9,,92,,0,,0,,1,,,,101.64,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 10:00,2021,4,9,10:00,5,,0.7,,73,,0,,16,,8,,,,101.58,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 11:00,2021,4,9,11:00,5.5,,0.5,,70,,0,,14,,8,,,,101.54,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 12:00,2021,4,9,12:00,5,,0.3,,72,,0,,14,,8,,,,101.46,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 13:00,2021,4,9,13:00,5.3,,0.2,,69,,0,,14,,11,,,,101.44,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 14:00,2021,4,9,14:00,5.4,,0.1,,69,,0,,14,,7,,,,101.42,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 15:00,2021,4,9,15:00,5.3,,-0.4,,66,,0,,16,,13,,,,101.4,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 16:00,2021,4,9,16:00,3.8,,1.8,,87,,0.3,,14,,9,,,,101.39,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 17:00,2021,4,9,17:00,3.5,,1.9,,89,,0.4,,13,,9,,,,101.36,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 18:00,2021,4,9,18:00,3.3,,2.1,,91,,1.2,,13,,10,,,,101.32,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 19:00,2021,4,9,19:00,3.5,,2.3,,92,,1.2,,14,,12,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 20:00,2021,4,9,20:00,4,,3.1,,94,,0.9,,14,,12,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 21:00,2021,4,9,21:00,4.9,,3.3,,89,,0.6,,13,,14,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 22:00,2021,4,9,22:00,5.3,,3.3,,87,,0.5,,14,,14,,,,100.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/9/2021 23:00,2021,4,9,23:00,4.8,,3.1,,88,,1.3,,14,,15,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 0:00,2021,4,10,0:00,4.8,,2.8,,87,,2.4,,13,,15,,,,100.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 1:00,2021,4,10,1:00,4.6,,2.9,,89,,3.9,,13,,14,,,,100.65,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 2:00,2021,4,10,2:00,4.3,,3,,91,,2.7,,14,,12,,,,100.59,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 3:00,2021,4,10,3:00,4.7,,3.1,,90,,2.1,,14,,13,,,,100.47,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 4:00,2021,4,10,4:00,5,,3.6,,91,,3.3,,14,,16,,,,100.43,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 5:00,2021,4,10,5:00,5,,4,,93,,4.4,,14,,9,,,,100.33,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 6:00,2021,4,10,6:00,4.9,,3.4,,90,,1.8,,17,,16,,,,100.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 7:00,2021,4,10,7:00,4.9,,2.8,,86,,0.5,,15,,13,,,,100.39,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 8:00,2021,4,10,8:00,4.2,,2.2,,87,,0.5,,13,,14,,,,100.4,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 9:00,2021,4,10,9:00,2.2,,1.3,,94,,0.3,,1,,8,,,,100.57,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 10:00,2021,4,10,10:00,1.6,,1.2,,97,,0,,3,,3,,,,100.64,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 11:00,2021,4,10,11:00,1.1,,0.7,,97,,0,,33,,4,,,,100.69,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 12:00,2021,4,10,12:00,0.4,,0,,97,,0,,2,,1,,,,100.79,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 13:00,2021,4,10,13:00,0.1,,-0.2,,98,,0,,4,,2,,,,100.9,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 14:00,2021,4,10,14:00,-0.4,,-0.7,,98,,0,,0,,1,,,,101.02,,,,-1,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 15:00,2021,4,10,15:00,0.1,,-0.2,,98,,0,,0,,1,,,,101.17,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 16:00,2021,4,10,16:00,2.7,,2,,95,,0,,0,,1,,,,101.27,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 17:00,2021,4,10,17:00,5.4,,0.5,,71,,0,,15,,2,,,,101.32,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 18:00,2021,4,10,18:00,7.1,,-3.6,,47,,0,,16,,5,,,,101.36,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 19:00,2021,4,10,19:00,7.6,,-2.8,,48,,0,,15,,7,,,,101.41,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 20:00,2021,4,10,20:00,7.9,,-3.8,,43,,0,,34,,3,,,,101.48,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 21:00,2021,4,10,21:00,5.2,,-1.1,,64,,0,,8,,7,,,,101.56,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 22:00,2021,4,10,22:00,8.7,,-0.6,,52,,0,,16,,13,,,,101.62,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/10/2021 23:00,2021,4,10,23:00,10,,-3.8,,38,,0,,21,,8,,,,101.66,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 0:00,2021,4,11,0:00,10.5,,-5,,33,,0,,20,,10,,,,101.68,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 1:00,2021,4,11,1:00,10.2,,-4.2,,36,,0,,19,,9,,,,101.72,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 2:00,2021,4,11,2:00,7.3,,-3.4,,47,,0,,31,,2,,,,101.76,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 3:00,2021,4,11,3:00,4.6,,-2.4,,60,,0,,35,,3,,,,101.84,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 4:00,2021,4,11,4:00,2.7,,-0.6,,79,,0,,5,,1,,,,101.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 5:00,2021,4,11,5:00,0.9,,-1.2,,86,,0,,2,,4,,,,101.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 6:00,2021,4,11,6:00,-0.5,,-1.5,,92,,0,,12,,2,,,,102.07,,,,-1,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 7:00,2021,4,11,7:00,-0.6,,-1.4,,95,,0,,1,,2,,,,102.09,,,,-1,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 8:00,2021,4,11,8:00,-1.2,,-2.1,,94,,0,,3,,3,,,,102.16,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 9:00,2021,4,11,9:00,-0.8,,-1.6,,94,,0,,4,,3,,,,102.17,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 10:00,2021,4,11,10:00,-1.4,,-2.2,,94,,0,,2,,2,,,,102.18,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 11:00,2021,4,11,11:00,-1.5,,-2.2,,95,,0,,3,,2,,,,102.24,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 12:00,2021,4,11,12:00,-2.3,,-3,,95,,0,,3,,3,,,,102.26,,,,-3,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 13:00,2021,4,11,13:00,-2.2,,-2.8,,96,,0,,6,,3,,,,102.27,,,,-3,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 14:00,2021,4,11,14:00,-2.6,,-3.2,,96,,0,,6,,1,,,,102.33,,,,-3,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 15:00,2021,4,11,15:00,-0.8,,-1.8,,93,,0,,3,,2,,,,102.36,,,,-1,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 16:00,2021,4,11,16:00,2.2,,-2.5,,71,,0,,27,,3,,,,102.35,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 17:00,2021,4,11,17:00,4.9,,-2.8,,58,,0,,33,,2,,,,102.3,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 18:00,2021,4,11,18:00,7,,-3.9,,46,,0,,36,,3,,,,102.28,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 19:00,2021,4,11,19:00,8.4,,-5.2,,38,,0,,6,,3,,,,102.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 20:00,2021,4,11,20:00,10.5,,-3.9,,36,,0,,18,,7,,,,102.19,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 21:00,2021,4,11,21:00,12,,-2.4,,36,,0,,18,,11,,,,102.15,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 22:00,2021,4,11,22:00,12,,-4.7,,31,,0,,19,,7,,,,102.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/11/2021 23:00,2021,4,11,23:00,12,,-4.1,,32,,0,,17,,9,,,,102.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 0:00,2021,4,12,0:00,12.2,,-4.2,,32,,0,,18,,11,,,,102.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 1:00,2021,4,12,1:00,11.4,,-1,,42,,0,,15,,10,,,,101.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 2:00,2021,4,12,2:00,8.7,,-1.1,,50,,0,,15,,7,,,,101.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 3:00,2021,4,12,3:00,6.1,,0.6,,68,,0,,,,0,,,,102.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 4:00,2021,4,12,4:00,3.9,,0.1,,76,,0,,3,,2,,,,102.1,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 5:00,2021,4,12,5:00,3.1,,0.7,,84,,0,,4,,5,,,,102.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 6:00,2021,4,12,6:00,1.7,,-0.2,,87,,0,,3,,4,,,,102.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 7:00,2021,4,12,7:00,1.2,,-0.3,,90,,0,,5,,3,,,,102.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 8:00,2021,4,12,8:00,0.6,,-0.7,,91,,0,,4,,2,,,,102.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 9:00,2021,4,12,9:00,0.2,,-1,,92,,0,,4,,4,,,,102.27,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 10:00,2021,4,12,10:00,-0.2,,-1.4,,91,,0,,3,,2,,,,102.26,,,,-1,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 11:00,2021,4,12,11:00,0.1,,-2,,86,,0,,36,,3,,,,102.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 12:00,2021,4,12,12:00,-0.7,,-2.1,,90,,0,,1,,3,,,,102.25,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 13:00,2021,4,12,13:00,-1,,-2.2,,91,,0,,3,,3,,,,102.28,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 14:00,2021,4,12,14:00,-0.6,,-3,,83,,0,,2,,5,,,,102.33,,,,-2,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 15:00,2021,4,12,15:00,2.2,,-2.3,,72,,0,,36,,4,,,,102.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 16:00,2021,4,12,16:00,5.7,,-2.3,,57,,0,,33,,5,,,,102.32,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 17:00,2021,4,12,17:00,8,,-4.5,,41,,0,,30,,7,,,,102.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 18:00,2021,4,12,18:00,11.3,,-4.4,,33,,0,,28,,8,,,,102.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 19:00,2021,4,12,19:00,14.6,,-6.4,,23,,0,,33,,7,,,,102.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 20:00,2021,4,12,20:00,15,,-8.3,,19,,0,,34,,12,,,,102.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 21:00,2021,4,12,21:00,16.2,,-7.6,,19,,0,,36,,6,,,,102.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 22:00,2021,4,12,22:00,16.5,,-8.1,,18,,0,,34,,11,,,,102.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/12/2021 23:00,2021,4,12,23:00,16.9,,-8.6,,17,,0,,35,,7,,,,101.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 0:00,2021,4,13,0:00,17.2,,-8.1,,17,,0,,2,,5,,,,101.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 1:00,2021,4,13,1:00,16.2,,-8.2,,18,,0,,25,,4,,,,102,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 2:00,2021,4,13,2:00,12.2,,-4.2,,32,,0,,15,,1,,,,102.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 3:00,2021,4,13,3:00,10.9,,-3.6,,36,,0,,5,,5,,,,102.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 4:00,2021,4,13,4:00,6.7,,-1.2,,57,,0,,34,,1,,,,102.17,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 5:00,2021,4,13,5:00,4.7,,-0.5,,69,,0,,6,,2,,,,102.27,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 6:00,2021,4,13,6:00,3.5,,-0.4,,75,,0,,36,,2,,,,102.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 7:00,2021,4,13,7:00,2.5,,-1.2,,77,,0,,36,,2,,,,102.37,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 8:00,2021,4,13,8:00,1.4,,-1.9,,78,,0,,2,,3,,,,102.41,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 9:00,2021,4,13,9:00,1.7,,-1.6,,79,,0,,3,,4,,,,102.45,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 10:00,2021,4,13,10:00,1,,-2.1,,80,,0,,4,,2,,,,102.44,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 11:00,2021,4,13,11:00,2.1,,-2.4,,72,,0,,1,,4,,,,102.47,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 12:00,2021,4,13,12:00,1.1,,-2.3,,78,,0,,1,,2,,,,102.45,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 13:00,2021,4,13,13:00,1.7,,-2.6,,73,,0,,1,,5,,,,102.45,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 14:00,2021,4,13,14:00,0.7,,-2.3,,80,,0,,4,,3,,,,102.5,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 15:00,2021,4,13,15:00,3.8,,-1.8,,67,,0,,34,,4,,,,102.5,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 16:00,2021,4,13,16:00,7.2,,-2.9,,49,,0,,33,,5,,,,102.49,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 17:00,2021,4,13,17:00,10.2,,-4.5,,35,,0,,31,,6,,,,102.43,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 18:00,2021,4,13,18:00,13.5,,-5.5,,26,,0,,32,,6,,,,102.37,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 19:00,2021,4,13,19:00,16.8,,-6.4,,20,,0,,30,,9,,,,102.27,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 20:00,2021,4,13,20:00,18.1,,-8.4,,16,,0,,31,,11,,,,102.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 21:00,2021,4,13,21:00,19.1,,-8.1,,15,,0,,32,,9,,,,102.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 22:00,2021,4,13,22:00,19.7,,-8,,15,,0,,27,,10,,,,101.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/13/2021 23:00,2021,4,13,23:00,20.3,,-7.9,,14,,0,,29,,7,,,,101.93,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 0:00,2021,4,14,0:00,20.6,,-7.3,,15,,0,,30,,9,,,,101.89,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 1:00,2021,4,14,1:00,20,,-7.3,,15,,0,,32,,7,,,,101.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 2:00,2021,4,14,2:00,15.4,,-3.1,,28,,0,,16,,7,,,,101.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 3:00,2021,4,14,3:00,11.3,,0.6,,48,,0,,10,,2,,,,101.89,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 4:00,2021,4,14,4:00,8.5,,0.2,,56,,0,,4,,2,,,,101.95,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 5:00,2021,4,14,5:00,7.1,,-0.2,,60,,0,,4,,4,,,,101.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 6:00,2021,4,14,6:00,6.6,,-0.3,,61,,0,,2,,4,,,,101.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 7:00,2021,4,14,7:00,4.4,,-0.7,,69,,0,,10,,1,,,,101.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 8:00,2021,4,14,8:00,3.9,,-0.1,,75,,0,,6,,2,,,,102.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 9:00,2021,4,14,9:00,3.3,,-0.4,,77,,0,,4,,3,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 10:00,2021,4,14,10:00,2.6,,-0.8,,78,,0,,3,,5,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 11:00,2021,4,14,11:00,2.6,,-1.2,,76,,0,,4,,4,,,,102.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 12:00,2021,4,14,12:00,1.4,,-1.5,,81,,0,,5,,2,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 13:00,2021,4,14,13:00,1.5,,-1.4,,81,,0,,4,,4,,,,102.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 14:00,2021,4,14,14:00,2.2,,-1.3,,78,,0,,5,,3,,,,102.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 15:00,2021,4,14,15:00,5.8,,-1.7,,58,,0,,36,,6,,,,102,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 16:00,2021,4,14,16:00,9.1,,-2.5,,44,,0,,34,,7,,,,101.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 17:00,2021,4,14,17:00,12.8,,-3.5,,32,,0,,33,,7,,,,101.87,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 18:00,2021,4,14,18:00,16.1,,-4.3,,24,,0,,33,,10,,,,101.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 19:00,2021,4,14,19:00,19.3,,-6.2,,17,,0,,31,,9,,,,101.62,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 20:00,2021,4,14,20:00,21.7,,-7,,14,,0,,30,,12,,,,101.48,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,4/14/2021 21:00,2021,4,14,21:00,23.5,,-9.4,,10,,0,,30,,11,,,,101.37,,,,,,NA
